Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
263.60	6.2621e-06	771.47	0.0012962	-96.621	-96.621	-260.03	289.23	359.85	1427.2	-0.045503	2892.5	0.14393	0.027915	4.8668e-05	20547.	-33.699	-31.507	-13.011	244.43	252.74	115.35	33.002	3.8271	0.0067106
263.66	6.3051e-06	771.43	0.0012963	-96.599	-96.599	-259.94	289.27	359.88	1426.9	-0.045499	2887.7	0.14392	0.027910	4.8991e-05	20412.	-33.684	-31.492	-13.010	244.47	252.79	115.36	32.968	3.8280	0.0067137
263.72	6.3483e-06	771.38	0.0012964	-96.577	-96.577	-259.86	289.30	359.91	1426.7	-0.045495	2882.9	0.14390	0.027905	4.9315e-05	20278.	-33.669	-31.477	-13.008	244.52	252.83	115.37	32.934	3.8290	0.0067168
263.78	6.3918e-06	771.33	0.0012965	-96.555	-96.555	-259.78	289.33	359.93	1426.4	-0.045491	2878.2	0.14389	0.027899	4.9642e-05	20144.	-33.655	-31.461	-13.007	244.56	252.87	115.38	32.900	3.8300	0.0067199
263.84	6.4355e-06	771.29	0.0012965	-96.533	-96.533	-259.70	289.36	359.96	1426.1	-0.045486	2873.4	0.14387	0.027894	4.9970e-05	20012.	-33.640	-31.446	-13.005	244.60	252.92	115.40	32.866	3.8310	0.0067230
263.90	6.4796e-06	771.24	0.0012966	-96.512	-96.512	-259.61	289.40	359.98	1425.8	-0.045482	2868.6	0.14385	0.027889	5.0301e-05	19880.	-33.625	-31.431	-13.004	244.65	252.96	115.41	32.832	3.8319	0.0067261
263.96	6.5239e-06	771.20	0.0012967	-96.490	-96.490	-259.53	289.43	360.01	1425.6	-0.045478	2863.9	0.14384	0.027884	5.0633e-05	19750.	-33.610	-31.415	-13.003	244.69	253.00	115.42	32.798	3.8329	0.0067291
264.02	6.5685e-06	771.15	0.0012968	-96.468	-96.468	-259.45	289.46	360.03	1425.3	-0.045474	2859.2	0.14382	0.027879	5.0967e-05	19620.	-33.595	-31.400	-13.001	244.73	253.05	115.44	32.765	3.8339	0.0067322
264.09	6.6134e-06	771.10	0.0012968	-96.446	-96.446	-259.36	289.50	360.06	1425.0	-0.045469	2854.4	0.14381	0.027874	5.1304e-05	19492.	-33.580	-31.385	-12.999	244.77	253.09	115.45	32.731	3.8348	0.0067353
264.15	6.6585e-06	771.06	0.0012969	-96.424	-96.424	-259.28	289.53	360.09	1424.7	-0.045465	2849.7	0.14379	0.027868	5.1642e-05	19364.	-33.565	-31.369	-12.998	244.82	253.13	115.46	32.697	3.8358	0.0067384
264.21	6.7040e-06	771.01	0.0012970	-96.402	-96.402	-259.20	289.56	360.11	1424.5	-0.045461	2845.0	0.14378	0.027863	5.1983e-05	19237.	-33.551	-31.354	-12.996	244.86	253.18	115.47	32.663	3.8368	0.0067415
264.27	6.7497e-06	770.97	0.0012971	-96.380	-96.380	-259.12	289.59	360.14	1424.2	-0.045456	2840.4	0.14376	0.027858	5.2325e-05	19111.	-33.536	-31.339	-12.995	244.90	253.22	115.49	32.630	3.8378	0.0067446
264.33	6.7957e-06	770.92	0.0012971	-96.359	-96.359	-259.03	289.63	360.16	1423.9	-0.045452	2835.7	0.14374	0.027853	5.2670e-05	18986.	-33.521	-31.323	-12.993	244.95	253.26	115.50	32.596	3.8387	0.0067477
264.39	6.8420e-06	770.88	0.0012972	-96.337	-96.337	-258.95	289.66	360.19	1423.6	-0.045448	2831.0	0.14373	0.027848	5.3017e-05	18862.	-33.506	-31.308	-12.991	244.99	253.31	115.51	32.563	3.8397	0.0067508
264.45	6.8886e-06	770.83	0.0012973	-96.315	-96.315	-258.87	289.69	360.21	1423.4	-0.045444	2826.4	0.14371	0.027842	5.3365e-05	18739.	-33.491	-31.292	-12.990	245.03	253.35	115.53	32.529	3.8407	0.0067539
264.51	6.9355e-06	770.78	0.0012974	-96.293	-96.293	-258.79	289.73	360.24	1423.1	-0.045439	2821.7	0.14370	0.027837	5.3716e-05	18616.	-33.476	-31.277	-12.988	245.08	253.39	115.54	32.496	3.8416	0.0067570
264.57	6.9827e-06	770.74	0.0012975	-96.271	-96.271	-258.70	289.76	360.27	1422.8	-0.045435	2817.1	0.14368	0.027832	5.4069e-05	18495.	-33.461	-31.262	-12.986	245.12	253.44	115.55	32.462	3.8426	0.0067601
264.63	7.0301e-06	770.69	0.0012975	-96.249	-96.249	-258.62	289.79	360.29	1422.6	-0.045431	2812.5	0.14366	0.027827	5.4424e-05	18374.	-33.447	-31.246	-12.984	245.16	253.48	115.56	32.429	3.8436	0.0067632
264.69	7.0779e-06	770.65	0.0012976	-96.228	-96.228	-258.54	289.83	360.32	1422.3	-0.045426	2807.9	0.14365	0.027822	5.4781e-05	18254.	-33.432	-31.231	-12.983	245.21	253.52	115.58	32.396	3.8446	0.0067663
264.75	7.1259e-06	770.60	0.0012977	-96.206	-96.206	-258.46	289.86	360.34	1422.0	-0.045422	2803.3	0.14363	0.027816	5.5141e-05	18135.	-33.417	-31.216	-12.981	245.25	253.57	115.59	32.362	3.8455	0.0067694
264.81	7.1743e-06	770.55	0.0012978	-96.184	-96.184	-258.37	289.89	360.37	1421.7	-0.045418	2798.8	0.14362	0.027811	5.5502e-05	18017.	-33.402	-31.200	-12.979	245.29	253.61	115.60	32.329	3.8465	0.0067725
264.87	7.2230e-06	770.51	0.0012978	-96.162	-96.162	-258.29	289.92	360.40	1421.5	-0.045413	2794.2	0.14360	0.027806	5.5866e-05	17900.	-33.387	-31.185	-12.977	245.34	253.65	115.62	32.296	3.8475	0.0067756
264.93	7.2719e-06	770.46	0.0012979	-96.140	-96.140	-258.21	289.96	360.42	1421.2	-0.045409	2789.6	0.14358	0.027801	5.6232e-05	17784.	-33.372	-31.169	-12.975	245.38	253.70	115.63	32.263	3.8485	0.0067787
265.00	7.3212e-06	770.42	0.0012980	-96.118	-96.118	-258.13	289.99	360.45	1420.9	-0.045405	2785.1	0.14357	0.027796	5.6600e-05	17668.	-33.357	-31.154	-12.973	245.42	253.74	115.64	32.230	3.8494	0.0067818
265.06	7.3708e-06	770.37	0.0012981	-96.096	-96.096	-258.04	290.02	360.47	1420.7	-0.045400	2780.6	0.14355	0.027791	5.6970e-05	17553.	-33.342	-31.139	-12.971	245.47	253.78	115.66	32.197	3.8504	0.0067849
265.12	7.4206e-06	770.33	0.0012982	-96.074	-96.074	-257.96	290.06	360.50	1420.4	-0.045396	2776.1	0.14354	0.027785	5.7342e-05	17439.	-33.328	-31.123	-12.969	245.51	253.83	115.67	32.164	3.8514	0.0067880
265.18	7.4708e-06	770.28	0.0012982	-96.053	-96.053	-257.88	290.09	360.53	1420.1	-0.045392	2771.6	0.14352	0.027780	5.7717e-05	17326.	-33.313	-31.108	-12.967	245.55	253.87	115.68	32.131	3.8523	0.0067911
265.24	7.5213e-06	770.23	0.0012983	-96.031	-96.031	-257.80	290.12	360.55	1419.8	-0.045388	2767.1	0.14350	0.027775	5.8094e-05	17214.	-33.298	-31.092	-12.965	245.60	253.91	115.69	32.098	3.8533	0.0067942
265.30	7.5721e-06	770.19	0.0012984	-96.009	-96.009	-257.71	290.16	360.58	1419.6	-0.045383	2762.6	0.14349	0.027770	5.8473e-05	17102.	-33.283	-31.077	-12.963	245.64	253.96	115.71	32.065	3.8543	0.0067973
265.36	7.6233e-06	770.14	0.0012985	-95.987	-95.987	-257.63	290.19	360.60	1419.3	-0.045379	2758.1	0.14347	0.027765	5.8854e-05	16991.	-33.268	-31.062	-12.961	245.68	254.00	115.72	32.032	3.8553	0.0068004
265.42	7.6747e-06	770.10	0.0012985	-95.965	-95.965	-257.55	290.22	360.63	1419.0	-0.045374	2753.7	0.14346	0.027759	5.9238e-05	16881.	-33.253	-31.046	-12.959	245.73	254.04	115.73	31.999	3.8562	0.0068036
265.48	7.7265e-06	770.05	0.0012986	-95.943	-95.943	-257.47	290.26	360.66	1418.7	-0.045370	2749.2	0.14344	0.027754	5.9624e-05	16772.	-33.238	-31.031	-12.957	245.77	254.09	115.75	31.966	3.8572	0.0068067
265.54	7.7786e-06	770.00	0.0012987	-95.921	-95.921	-257.38	290.29	360.68	1418.5	-0.045366	2744.8	0.14343	0.027749	6.0012e-05	16663.	-33.223	-31.015	-12.954	245.82	254.13	115.76	31.934	3.8582	0.0068098
265.60	7.8310e-06	769.96	0.0012988	-95.899	-95.899	-257.30	290.32	360.71	1418.2	-0.045361	2740.3	0.14341	0.027744	6.0403e-05	16556.	-33.208	-31.000	-12.952	245.86	254.17	115.77	31.901	3.8592	0.0068129
265.66	7.8837e-06	769.91	0.0012988	-95.878	-95.878	-257.22	290.35	360.74	1417.9	-0.045357	2735.9	0.14339	0.027739	6.0795e-05	16449.	-33.193	-30.985	-12.950	245.90	254.22	115.78	31.868	3.8601	0.0068160
265.72	7.9368e-06	769.87	0.0012989	-95.856	-95.856	-257.14	290.39	360.76	1417.7	-0.045353	2731.5	0.14338	0.027733	6.1191e-05	16342.	-33.178	-30.969	-12.948	245.95	254.26	115.80	31.836	3.8611	0.0068191
265.78	7.9901e-06	769.82	0.0012990	-95.834	-95.834	-257.05	290.42	360.79	1417.4	-0.045348	2727.1	0.14336	0.027728	6.1588e-05	16237.	-33.164	-30.954	-12.945	245.99	254.30	115.81	31.803	3.8621	0.0068222
265.84	8.0439e-06	769.78	0.0012991	-95.812	-95.812	-256.97	290.45	360.81	1417.1	-0.045344	2722.8	0.14335	0.027723	6.1988e-05	16132.	-33.149	-30.938	-12.943	246.03	254.35	115.82	31.771	3.8630	0.0068254
265.91	8.0979e-06	769.73	0.0012992	-95.790	-95.790	-256.89	290.49	360.84	1416.8	-0.045340	2718.4	0.14333	0.027718	6.2390e-05	16028.	-33.134	-30.923	-12.941	246.08	254.39	115.84	31.738	3.8640	0.0068285
265.97	8.1523e-06	769.68	0.0012992	-95.768	-95.768	-256.81	290.52	360.87	1416.6	-0.045335	2714.0	0.14331	0.027713	6.2795e-05	15925.	-33.119	-30.907	-12.938	246.12	254.43	115.85	31.706	3.8650	0.0068316
266.03	8.2070e-06	769.64	0.0012993	-95.746	-95.746	-256.72	290.55	360.89	1416.3	-0.045331	2709.7	0.14330	0.027707	6.3202e-05	15822.	-33.104	-30.892	-12.936	246.16	254.48	115.86	31.673	3.8660	0.0068347
266.09	8.2620e-06	769.59	0.0012994	-95.724	-95.724	-256.64	290.59	360.92	1416.0	-0.045327	2705.3	0.14328	0.027702	6.3611e-05	15720.	-33.089	-30.877	-12.933	246.21	254.52	115.87	31.641	3.8669	0.0068379
266.15	8.3174e-06	769.55	0.0012995	-95.702	-95.702	-256.56	290.62	360.95	1415.8	-0.045322	2701.0	0.14327	0.027697	6.4023e-05	15619.	-33.074	-30.861	-12.931	246.25	254.56	115.89	31.609	3.8679	0.0068410
266.21	8.3731e-06	769.50	0.0012995	-95.681	-95.681	-256.48	290.65	360.97	1415.5	-0.045318	2696.7	0.14325	0.027692	6.4437e-05	15519.	-33.059	-30.846	-12.928	246.29	254.61	115.90	31.576	3.8689	0.0068441
266.27	8.4292e-06	769.46	0.0012996	-95.659	-95.659	-256.40	290.69	361.00	1415.2	-0.045313	2692.4	0.14324	0.027687	6.4854e-05	15419.	-33.044	-30.830	-12.926	246.34	254.65	115.91	31.544	3.8699	0.0068472
266.33	8.4856e-06	769.41	0.0012997	-95.637	-95.637	-256.31	290.72	361.02	1415.0	-0.045309	2688.1	0.14322	0.027681	6.5273e-05	15320.	-33.029	-30.815	-12.923	246.38	254.70	115.93	31.512	3.8708	0.0068503
266.39	8.5424e-06	769.36	0.0012998	-95.615	-95.615	-256.23	290.75	361.05	1414.7	-0.045305	2683.8	0.14320	0.027676	6.5695e-05	15222.	-33.014	-30.799	-12.921	246.42	254.74	115.94	31.480	3.8718	0.0068535
266.45	8.5995e-06	769.32	0.0012999	-95.593	-95.593	-256.15	290.79	361.08	1414.4	-0.045300	2679.6	0.14319	0.027671	6.6119e-05	15124.	-32.999	-30.784	-12.918	246.47	254.78	115.95	31.448	3.8728	0.0068566
266.51	8.6569e-06	769.27	0.0012999	-95.571	-95.571	-256.07	290.82	361.10	1414.1	-0.045296	2675.3	0.14317	0.027666	6.6545e-05	15027.	-32.984	-30.768	-12.915	246.51	254.83	115.96	31.415	3.8737	0.0068597
266.57	8.7147e-06	769.23	0.0013000	-95.549	-95.549	-255.98	290.85	361.13	1413.9	-0.045291	2671.0	0.14316	0.027661	6.6975e-05	14931.	-32.969	-30.753	-12.913	246.55	254.87	115.98	31.383	3.8747	0.0068629
266.63	8.7729e-06	769.18	0.0013001	-95.527	-95.527	-255.90	290.89	361.16	1413.6	-0.045287	2666.8	0.14314	0.027655	6.7406e-05	14835.	-32.954	-30.737	-12.910	246.60	254.91	115.99	31.351	3.8757	0.0068660
266.69	8.8314e-06	769.14	0.0013002	-95.505	-95.505	-255.82	290.92	361.18	1413.3	-0.045283	2662.6	0.14312	0.027650	6.7840e-05	14740.	-32.939	-30.722	-12.907	246.64	254.96	116.00	31.319	3.8767	0.0068691
266.75	8.8903e-06	769.09	0.0013002	-95.483	-95.483	-255.74	290.95	361.21	1413.1	-0.045278	2658.4	0.14311	0.027645	6.8277e-05	14646.	-32.924	-30.707	-12.905	246.69	255.00	116.02	31.287	3.8776	0.0068723
266.82	8.9495e-06	769.04	0.0013003	-95.461	-95.461	-255.66	290.99	361.24	1412.8	-0.045274	2654.1	0.14309	0.027640	6.8716e-05	14553.	-32.909	-30.691	-12.902	246.73	255.04	116.03	31.256	3.8786	0.0068754
266.88	9.0091e-06	769.00	0.0013004	-95.440	-95.440	-255.57	291.02	361.26	1412.5	-0.045269	2650.0	0.14308	0.027635	6.9158e-05	14460.	-32.894	-30.676	-12.899	246.77	255.09	116.04	31.224	3.8796	0.0068785
266.94	9.0691e-06	768.95	0.0013005	-95.418	-95.418	-255.49	291.05	361.29	1412.2	-0.045265	2645.8	0.14306	0.027629	6.9603e-05	14367.	-32.880	-30.660	-12.896	246.82	255.13	116.05	31.192	3.8806	0.0068817
267.00	9.1294e-06	768.91	0.0013005	-95.396	-95.396	-255.41	291.09	361.32	1412.0	-0.045261	2641.6	0.14305	0.027624	7.0050e-05	14276.	-32.865	-30.645	-12.893	246.86	255.17	116.07	31.160	3.8815	0.0068848
267.06	9.1901e-06	768.86	0.0013006	-95.374	-95.374	-255.33	291.12	361.34	1411.7	-0.045256	2637.4	0.14303	0.027619	7.0499e-05	14185.	-32.850	-30.629	-12.890	246.90	255.22	116.08	31.128	3.8825	0.0068879
267.12	9.2511e-06	768.81	0.0013007	-95.352	-95.352	-255.25	291.15	361.37	1411.4	-0.045252	2633.3	0.14301	0.027614	7.0952e-05	14094.	-32.835	-30.614	-12.887	246.95	255.26	116.09	31.097	3.8835	0.0068911
267.18	9.3125e-06	768.77	0.0013008	-95.330	-95.330	-255.16	291.19	361.40	1411.2	-0.045247	2629.1	0.14300	0.027609	7.1406e-05	14004.	-32.820	-30.598	-12.885	246.99	255.31	116.11	31.065	3.8844	0.0068942
267.24	9.3743e-06	768.72	0.0013009	-95.308	-95.308	-255.08	291.22	361.42	1410.9	-0.045243	2625.0	0.14298	0.027603	7.1864e-05	13915.	-32.805	-30.583	-12.882	247.03	255.35	116.12	31.034	3.8854	0.0068974
267.30	9.4365e-06	768.68	0.0013009	-95.286	-95.286	-255.00	291.25	361.45	1410.6	-0.045238	2620.9	0.14297	0.027598	7.2324e-05	13827.	-32.790	-30.567	-12.879	247.08	255.39	116.13	31.002	3.8864	0.0069005
267.36	9.4991e-06	768.63	0.0013010	-95.264	-95.264	-254.92	291.29	361.48	1410.4	-0.045234	2616.7	0.14295	0.027593	7.2787e-05	13739.	-32.775	-30.552	-12.876	247.12	255.44	116.14	30.970	3.8874	0.0069036
267.42	9.5620e-06	768.59	0.0013011	-95.242	-95.242	-254.83	291.32	361.50	1410.1	-0.045230	2612.6	0.14294	0.027588	7.3253e-05	13651.	-32.760	-30.536	-12.872	247.17	255.48	116.16	30.939	3.8883	0.0069068
267.48	9.6253e-06	768.54	0.0013012	-95.220	-95.220	-254.75	291.35	361.53	1409.8	-0.045225	2608.5	0.14292	0.027583	7.3721e-05	13565.	-32.745	-30.521	-12.869	247.21	255.52	116.17	30.908	3.8893	0.0069099
267.54	9.6890e-06	768.49	0.0013012	-95.198	-95.198	-254.67	291.39	361.56	1409.5	-0.045221	2604.5	0.14290	0.027577	7.4192e-05	13478.	-32.730	-30.505	-12.866	247.25	255.57	116.18	30.876	3.8903	0.0069131
267.60	9.7531e-06	768.45	0.0013013	-95.176	-95.176	-254.59	291.42	361.58	1409.3	-0.045216	2600.4	0.14289	0.027572	7.4666e-05	13393.	-32.715	-30.490	-12.863	247.30	255.61	116.20	30.845	3.8913	0.0069162
267.66	9.8176e-06	768.40	0.0013014	-95.154	-95.154	-254.51	291.46	361.61	1409.0	-0.045212	2596.3	0.14287	0.027567	7.5143e-05	13308.	-32.700	-30.474	-12.860	247.34	255.65	116.21	30.813	3.8922	0.0069194
267.73	9.8825e-06	768.36	0.0013015	-95.133	-95.133	-254.42	291.49	361.64	1408.7	-0.045207	2592.3	0.14286	0.027562	7.5622e-05	13224.	-32.685	-30.459	-12.857	247.38	255.70	116.22	30.782	3.8932	0.0069225
267.79	9.9477e-06	768.31	0.0013016	-95.111	-95.111	-254.34	291.52	361.66	1408.5	-0.045203	2588.2	0.14284	0.027557	7.6104e-05	13140.	-32.670	-30.443	-12.854	247.43	255.74	116.23	30.751	3.8942	0.0069257
267.85	1.0013e-05	768.27	0.0013016	-95.089	-95.089	-254.26	291.56	361.69	1408.2	-0.045198	2584.2	0.14282	0.027551	7.6589e-05	13057.	-32.655	-30.428	-12.850	247.47	255.79	116.25	30.720	3.8952	0.0069288
267.91	1.0079e-05	768.22	0.0013017	-95.067	-95.067	-254.18	291.59	361.72	1407.9	-0.045194	2580.2	0.14281	0.027546	7.7077e-05	12974.	-32.640	-30.412	-12.847	247.51	255.83	116.26	30.688	3.8961	0.0069320
267.97	1.0146e-05	768.17	0.0013018	-95.045	-95.045	-254.10	291.62	361.74	1407.7	-0.045189	2576.1	0.14279	0.027541	7.7567e-05	12892.	-32.625	-30.397	-12.844	247.56	255.87	116.27	30.657	3.8971	0.0069351
268.03	1.0213e-05	768.13	0.0013019	-95.023	-95.023	-254.02	291.66	361.77	1407.4	-0.045185	2572.1	0.14278	0.027536	7.8061e-05	12811.	-32.610	-30.381	-12.840	247.60	255.92	116.29	30.626	3.8981	0.0069383
268.09	1.0280e-05	768.08	0.0013019	-95.001	-95.001	-253.93	291.69	361.80	1407.1	-0.045181	2568.1	0.14276	0.027531	7.8557e-05	12730.	-32.595	-30.366	-12.837	247.65	255.96	116.30	30.595	3.8990	0.0069414
268.15	1.0348e-05	768.04	0.0013020	-94.979	-94.979	-253.85	291.72	361.82	1406.9	-0.045176	2564.2	0.14275	0.027525	7.9056e-05	12649.	-32.580	-30.350	-12.834	247.69	256.00	116.31	30.564	3.9000	0.0069446
268.21	1.0416e-05	767.99	0.0013021	-94.957	-94.957	-253.77	291.76	361.85	1406.6	-0.045172	2560.2	0.14273	0.027520	7.9558e-05	12569.	-32.564	-30.334	-12.830	247.73	256.05	116.32	30.533	3.9010	0.0069477
268.27	1.0484e-05	767.95	0.0013022	-94.935	-94.935	-253.69	291.79	361.88	1406.3	-0.045167	2556.2	0.14271	0.027515	8.0063e-05	12490.	-32.549	-30.319	-12.827	247.78	256.09	116.34	30.502	3.9020	0.0069509
268.33	1.0553e-05	767.90	0.0013023	-94.913	-94.913	-253.61	291.82	361.90	1406.0	-0.045163	2552.3	0.14270	0.027510	8.0571e-05	12411.	-32.534	-30.303	-12.823	247.82	256.14	116.35	30.471	3.9029	0.0069541
268.39	1.0622e-05	767.85	0.0013023	-94.891	-94.891	-253.52	291.86	361.93	1405.8	-0.045158	2548.3	0.14268	0.027505	8.1082e-05	12333.	-32.519	-30.288	-12.820	247.86	256.18	116.36	30.440	3.9039	0.0069572
268.45	1.0692e-05	767.81	0.0013024	-94.869	-94.869	-253.44	291.89	361.96	1405.5	-0.045154	2544.4	0.14267	0.027499	8.1596e-05	12256.	-32.504	-30.272	-12.816	247.91	256.22	116.38	30.410	3.9049	0.0069604
268.51	1.0762e-05	767.76	0.0013025	-94.847	-94.847	-253.36	291.93	361.98	1405.2	-0.045149	2540.4	0.14265	0.027494	8.2112e-05	12178.	-32.489	-30.257	-12.813	247.95	256.27	116.39	30.379	3.9059	0.0069635
268.57	1.0833e-05	767.72	0.0013026	-94.825	-94.825	-253.28	291.96	362.01	1405.0	-0.045145	2536.5	0.14264	0.027489	8.2632e-05	12102.	-32.474	-30.241	-12.809	248.00	256.31	116.40	30.348	3.9068	0.0069667
268.64	1.0904e-05	767.67	0.0013026	-94.803	-94.803	-253.20	291.99	362.04	1404.7	-0.045140	2532.6	0.14262	0.027484	8.3155e-05	12026.	-32.459	-30.226	-12.806	248.04	256.35	116.41	30.317	3.9078	0.0069699
268.70	1.0975e-05	767.63	0.0013027	-94.781	-94.781	-253.12	292.03	362.07	1404.4	-0.045136	2528.7	0.14260	0.027478	8.3680e-05	11950.	-32.444	-30.210	-12.802	248.08	256.40	116.43	30.287	3.9088	0.0069730
268.76	1.1047e-05	767.58	0.0013028	-94.759	-94.759	-253.03	292.06	362.09	1404.2	-0.045131	2524.8	0.14259	0.027473	8.4209e-05	11875.	-32.429	-30.195	-12.799	248.13	256.44	116.44	30.256	3.9097	0.0069762
268.82	1.1119e-05	767.54	0.0013029	-94.737	-94.737	-252.95	292.09	362.12	1403.9	-0.045127	2520.9	0.14257	0.027468	8.4741e-05	11801.	-32.414	-30.179	-12.795	248.17	256.49	116.45	30.226	3.9107	0.0069794
268.88	1.1192e-05	767.49	0.0013029	-94.715	-94.715	-252.87	292.13	362.15	1403.6	-0.045122	2517.1	0.14256	0.027463	8.5276e-05	11727.	-32.399	-30.163	-12.791	248.21	256.53	116.46	30.195	3.9117	0.0069825
268.94	1.1265e-05	767.44	0.0013030	-94.693	-94.693	-252.79	292.16	362.17	1403.4	-0.045118	2513.2	0.14254	0.027458	8.5814e-05	11653.	-32.384	-30.148	-12.787	248.26	256.57	116.48	30.164	3.9127	0.0069857
269.00	1.1339e-05	767.40	0.0013031	-94.671	-94.671	-252.71	292.19	362.20	1403.1	-0.045113	2509.4	0.14253	0.027452	8.6355e-05	11580.	-32.369	-30.132	-12.784	248.30	256.62	116.49	30.134	3.9136	0.0069889
269.06	1.1413e-05	767.35	0.0013032	-94.649	-94.649	-252.63	292.23	362.23	1402.8	-0.045109	2505.5	0.14251	0.027447	8.6899e-05	11508.	-32.354	-30.117	-12.780	248.35	256.66	116.50	30.104	3.9146	0.0069920
269.12	1.1487e-05	767.31	0.0013033	-94.628	-94.628	-252.54	292.26	362.26	1402.6	-0.045104	2501.7	0.14249	0.027442	8.7446e-05	11436.	-32.339	-30.101	-12.776	248.39	256.71	116.52	30.073	3.9156	0.0069952
269.18	1.1562e-05	767.26	0.0013033	-94.606	-94.606	-252.46	292.30	362.28	1402.3	-0.045100	2497.9	0.14248	0.027437	8.7996e-05	11364.	-32.324	-30.086	-12.772	248.43	256.75	116.53	30.043	3.9166	0.0069984
269.24	1.1637e-05	767.22	0.0013034	-94.584	-94.584	-252.38	292.33	362.31	1402.0	-0.045095	2494.0	0.14246	0.027432	8.8550e-05	11293.	-32.309	-30.070	-12.768	248.48	256.79	116.54	30.012	3.9175	0.0070015
269.30	1.1713e-05	767.17	0.0013035	-94.562	-94.562	-252.30	292.36	362.34	1401.8	-0.045091	2490.2	0.14245	0.027426	8.9106e-05	11223.	-32.294	-30.054	-12.765	248.52	256.84	116.55	29.982	3.9185	0.0070047
269.36	1.1789e-05	767.12	0.0013036	-94.540	-94.540	-252.22	292.40	362.36	1401.5	-0.045086	2486.4	0.14243	0.027421	8.9666e-05	11152.	-32.278	-30.039	-12.761	248.57	256.88	116.57	29.952	3.9195	0.0070079
269.42	1.1866e-05	767.08	0.0013036	-94.518	-94.518	-252.14	292.43	362.39	1401.2	-0.045082	2482.7	0.14242	0.027416	9.0229e-05	11083.	-32.263	-30.023	-12.757	248.61	256.92	116.58	29.922	3.9205	0.0070111
269.48	1.1943e-05	767.03	0.0013037	-94.496	-94.496	-252.05	292.47	362.42	1400.9	-0.045077	2478.9	0.14240	0.027411	9.0795e-05	11014.	-32.248	-30.008	-12.753	248.65	256.97	116.59	29.891	3.9214	0.0070142
269.55	1.2021e-05	766.99	0.0013038	-94.474	-94.474	-251.97	292.50	362.45	1400.7	-0.045072	2475.1	0.14238	0.027405	9.1365e-05	10945.	-32.233	-29.992	-12.749	248.70	257.01	116.61	29.861	3.9224	0.0070174
269.61	1.2099e-05	766.94	0.0013039	-94.452	-94.452	-251.89	292.53	362.47	1400.4	-0.045068	2471.3	0.14237	0.027400	9.1938e-05	10877.	-32.218	-29.977	-12.745	248.74	257.06	116.62	29.831	3.9234	0.0070206
269.67	1.2178e-05	766.90	0.0013040	-94.430	-94.430	-251.81	292.57	362.50	1400.1	-0.045063	2467.6	0.14235	0.027395	9.2514e-05	10809.	-32.203	-29.961	-12.741	248.79	257.10	116.63	29.801	3.9243	0.0070238
269.73	1.2257e-05	766.85	0.0013040	-94.408	-94.408	-251.73	292.60	362.53	1399.9	-0.045059	2463.8	0.14234	0.027390	9.3093e-05	10742.	-32.188	-29.945	-12.737	248.83	257.14	116.64	29.771	3.9253	0.0070270
269.79	1.2336e-05	766.80	0.0013041	-94.386	-94.386	-251.65	292.63	362.56	1399.6	-0.045054	2460.1	0.14232	0.027385	9.3675e-05	10675.	-32.173	-29.930	-12.733	248.87	257.19	116.66	29.741	3.9263	0.0070301
269.85	1.2416e-05	766.76	0.0013042	-94.364	-94.364	-251.56	292.67	362.58	1399.3	-0.045050	2456.4	0.14231	0.027379	9.4261e-05	10609.	-32.158	-29.914	-12.728	248.92	257.23	116.67	29.711	3.9273	0.0070333
269.91	1.2496e-05	766.71	0.0013043	-94.342	-94.342	-251.48	292.70	362.61	1399.1	-0.045045	2452.7	0.14229	0.027374	9.4850e-05	10543.	-32.143	-29.899	-12.724	248.96	257.28	116.68	29.681	3.9282	0.0070365
269.97	1.2577e-05	766.67	0.0013043	-94.320	-94.320	-251.40	292.74	362.64	1398.8	-0.045041	2449.0	0.14228	0.027369	9.5443e-05	10477.	-32.128	-29.883	-12.720	249.00	257.32	116.69	29.651	3.9292	0.0070397
270.03	1.2659e-05	766.62	0.0013044	-94.298	-94.298	-251.32	292.77	362.66	1398.5	-0.045036	2445.3	0.14226	0.027364	9.6039e-05	10412.	-32.112	-29.867	-12.716	249.05	257.36	116.71	29.622	3.9302	0.0070429
270.09	1.2741e-05	766.58	0.0013045	-94.276	-94.276	-251.24	292.80	362.69	1398.3	-0.045031	2441.6	0.14224	0.027359	9.6638e-05	10348.	-32.097	-29.852	-12.712	249.09	257.41	116.72	29.592	3.9312	0.0070461
270.15	1.2823e-05	766.53	0.0013046	-94.254	-94.254	-251.16	292.84	362.72	1398.0	-0.045027	2437.9	0.14223	0.027353	9.7241e-05	10284.	-32.082	-29.836	-12.707	249.14	257.45	116.73	29.562	3.9321	0.0070492
